Fournisseurs,n_facture,Montant,Date_de_facture,Date_echeance,n_sem,Mis_en_paie,EMAIL,id_fournisseurs
Luthor Corp,F1925533,64.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925571,837.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925603,177.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925604,29.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925605,71.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925606,162.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925607,92.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925608,193.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925646,142.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
Luthor Corp,F1925649,133.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925651,275.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925662,15393.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925663,305.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925664,5209.6,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925665,3755.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925666,265.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925667,87.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925668,235.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925669,190.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925687,199.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925688,47.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925704,377.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Luthor Corp,F1925717,465.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
Sienar Technologies,2021-17258,99195.0,2021-12-06,2022-02-04,5,2021-12-22 21:33:42,,8
Luthor Corp,F1925778,111367.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925779,19.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925782,140.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925783,47.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925784,85.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925785,172.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925786,86610.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925787,47.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925804,325.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925805,27.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925806,15.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925840,29195.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925841,55635.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925842,78.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925843,906.28,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925845,565.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925846,139260.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925847,509.5,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925848,395.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925849,1260.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925850,180.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925851,395.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925878,3976.78,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925879,123.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1925927,395.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1925962,465.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1925963,395.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1925964,78.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1925965,187.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1925972,168.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1925973,69.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926016,759.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926018,800.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926019,201.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926020,95.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926023,160.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926036,581963.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926063,395.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
Luthor Corp,F1926101,111.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926102,10795.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926106,145.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926131,165591.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926132,39005.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926133,195.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926138,177.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926139,35.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926167,45890.84,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926215,39.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926216,465.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926217,465.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926238,44400.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926239,28170.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926240,208130.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926291,180.0,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926292,465.0,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926306,2023.45,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926307,623.45,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926391,86528.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926392,138245.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926393,86152.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926394,148011.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926395,183076.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926467,26943.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926468,4016.21,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926469,240.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926470,395.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
Bross & Clackwell,BG25845,459.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,,22
Luthor Corp,F1926524,785.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926542,91.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926543,88.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926544,186.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926545,181.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926558,116969.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926559,800.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926560,465.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926584,925.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926590,136.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926614,22.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926615,92603.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926616,48.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926617,700.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
Luthor Corp,F1926618,75.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
