id,Fournisseurs,n_facture,Montant,Date_de_facture,Date_echeance,n_sem,Mis_en_paie,EMAIL,id_fournisseurs
955,Luthor Corp,F1925329,198074.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
956,Luthor Corp,F1925343,935.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
957,Luthor Corp,F1925344,465.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
958,Luthor Corp,F1925347,77.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
959,Luthor Corp,F1925349,139.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
960,Luthor Corp,F1925351,172.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
961,Luthor Corp,F1925352,181.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
962,Luthor Corp,F1925353,196928.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
963,Luthor Corp,F1925355,395.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
964,Luthor Corp,F1925356,290.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
965,Luthor Corp,F1925382,800.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
966,Luthor Corp,F1925400,58.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
967,Luthor Corp,F1925424,215.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
968,Luthor Corp,F1925425,459.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
969,Luthor Corp,F1925426,199.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
970,Luthor Corp,F1925448,159.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
971,Luthor Corp,F1925449,194293.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
972,Luthor Corp,F1925450,755.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
973,Luthor Corp,F1925451,165.0,2021-10-22,2022-01-20,3,2021-12-22 18:42:30,contact@luther.fr,4
974,Vladis Entreprise,695/1,115.0,2021-11-22,2022-01-21,3,2021-12-22 18:42:30,contact@vladisentreprise.fr,20
975,Luthor Corp,F1925473,123.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
976,Luthor Corp,F1925475,365.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
977,Luthor Corp,F1925476,265.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
978,Luthor Corp,F1925500,18.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
979,Luthor Corp,F1925501,235.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
980,Luthor Corp,F1925503,176.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
981,Luthor Corp,F1925504,465.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
982,Luthor Corp,F1925505,25.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
983,Luthor Corp,F1925506,5.11,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
984,Luthor Corp,F1925507,102.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
985,Luthor Corp,F1925508,45.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
986,Luthor Corp,F1925532,44.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
987,Luthor Corp,F1925533,64.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
988,Luthor Corp,F1925571,837.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
989,Luthor Corp,F1925603,177.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
990,Luthor Corp,F1925604,29.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
991,Luthor Corp,F1925605,71.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
992,Luthor Corp,F1925606,162.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
993,Luthor Corp,F1925607,92.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
994,Luthor Corp,F1925608,193.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
995,Luthor Corp,F1925646,142.0,2021-10-29,2022-01-27,4,2021-12-22 18:45:48,contact@luther.fr,4
996,Luthor Corp,F1925649,133.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
997,Luthor Corp,F1925651,275.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
998,Luthor Corp,F1925662,15393.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
999,Luthor Corp,F1925663,305.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1000,Luthor Corp,F1925664,5209.6,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1001,Luthor Corp,F1925665,3755.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1002,Luthor Corp,F1925666,265.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1003,Luthor Corp,F1925667,87.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1004,Luthor Corp,F1925668,235.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1005,Luthor Corp,F1925669,190.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1006,Luthor Corp,F1925687,199.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1007,Luthor Corp,F1925688,47.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1008,Luthor Corp,F1925704,377.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1009,Luthor Corp,F1925717,465.0,2021-11-05,2022-02-03,5,2021-12-22 21:33:42,contact@luther.fr,4
1010,Sienar Technologies,2021-17258,99195.0,2021-12-06,2022-02-04,5,2021-12-22 21:33:42,,8
1011,Luthor Corp,F1925778,111367.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1012,Luthor Corp,F1925779,19.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1013,Luthor Corp,F1925782,140.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1014,Luthor Corp,F1925783,47.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1015,Luthor Corp,F1925784,85.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1016,Luthor Corp,F1925785,172.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1017,Luthor Corp,F1925786,86610.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1018,Luthor Corp,F1925787,47.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1019,Luthor Corp,F1925804,325.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1020,Luthor Corp,F1925805,27.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1021,Luthor Corp,F1925806,15.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1022,Luthor Corp,F1925840,29195.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1023,Luthor Corp,F1925841,55635.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1024,Luthor Corp,F1925842,78.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1025,Luthor Corp,F1925843,906.28,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1026,Luthor Corp,F1925845,565.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1027,Luthor Corp,F1925846,139260.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1028,Luthor Corp,F1925847,509.5,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1029,Luthor Corp,F1925848,395.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1030,Luthor Corp,F1925849,1260.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1031,Luthor Corp,F1925850,180.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1032,Luthor Corp,F1925851,395.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1033,Luthor Corp,F1925878,3976.78,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1034,Luthor Corp,F1925879,123.0,2021-11-12,2022-02-10,6,1700-07-07 07:30:00,contact@luther.fr,4
1035,Luthor Corp,F1925927,395.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1036,Luthor Corp,F1925962,465.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1037,Luthor Corp,F1925963,395.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1038,Luthor Corp,F1925964,78.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1039,Luthor Corp,F1925965,187.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1040,Luthor Corp,F1925972,168.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1041,Luthor Corp,F1925973,69.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1042,Luthor Corp,F1926016,759.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1043,Luthor Corp,F1926018,800.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1044,Luthor Corp,F1926019,201.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1045,Luthor Corp,F1926020,95.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1046,Luthor Corp,F1926023,160.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1047,Luthor Corp,F1926036,581963.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1048,Luthor Corp,F1926063,395.0,2021-11-19,2022-02-17,7,2021-12-21 20:18:38,contact@luther.fr,4
1049,Luthor Corp,F1926101,111.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1050,Luthor Corp,F1926102,10795.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1051,Luthor Corp,F1926106,145.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1052,Luthor Corp,F1926131,165591.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1053,Luthor Corp,F1926132,39005.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1054,Luthor Corp,F1926133,195.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1055,Luthor Corp,F1926138,177.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1056,Luthor Corp,F1926139,35.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1057,Luthor Corp,F1926167,45890.84,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1058,Luthor Corp,F1926215,39.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1059,Luthor Corp,F1926216,465.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1060,Luthor Corp,F1926217,465.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1061,Luthor Corp,F1926238,44400.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1062,Luthor Corp,F1926239,28170.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1063,Luthor Corp,F1926240,208130.0,2021-11-26,2022-02-24,8,1700-07-07 07:30:00,contact@luther.fr,4
1064,Luthor Corp,F1926291,180.0,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
1065,Luthor Corp,F1926292,465.0,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
1066,Luthor Corp,F1926306,2023.45,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
1067,Luthor Corp,F1926307,623.45,2021-11-30,2022-02-28,9,1700-07-07 07:30:00,contact@luther.fr,4
1068,Luthor Corp,F1926391,86528.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1069,Luthor Corp,F1926392,138245.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1070,Luthor Corp,F1926393,86152.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1071,Luthor Corp,F1926394,148011.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1072,Luthor Corp,F1926395,183076.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1073,Luthor Corp,F1926467,26943.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1074,Luthor Corp,F1926468,4016.21,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1075,Luthor Corp,F1926469,240.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1076,Luthor Corp,F1926470,395.0,2021-12-03,2022-03-03,9,1700-07-07 07:30:00,contact@luther.fr,4
1077,Bross & Clackwell,BG25845,459.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,,22
1078,Luthor Corp,F1926524,785.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1079,Luthor Corp,F1926542,91.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1080,Luthor Corp,F1926543,88.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1081,Luthor Corp,F1926544,186.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1082,Luthor Corp,F1926545,181.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1083,Luthor Corp,F1926558,116969.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1084,Luthor Corp,F1926559,800.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1085,Luthor Corp,F1926560,465.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1086,Luthor Corp,F1926584,925.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1087,Luthor Corp,F1926590,136.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1088,Luthor Corp,F1926614,22.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1089,Luthor Corp,F1926615,92603.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1090,Luthor Corp,F1926616,48.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1091,Luthor Corp,F1926617,700.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
1092,Luthor Corp,F1926618,75.0,2021-12-10,2022-03-10,10,1700-07-07 07:30:00,contact@luther.fr,4
